cf,name,last_name,birthdate,gender,city,gen1,gen2,partner_of
CMSLRI52A15L750Q,Ilario,Comes,1952-01-15,M,VERCELLI,,,NROLCI54T10D223S
CSRZRR50E24G337R,Azzurra,Caserta,1950-05-24,F,PARMA,,,MSPCAI48D02D704E
NGLSLV50R23A271L,Salvo,Angelo,1950-10-23,M,ANCONA,,,SMNRMN52B05A271C
VGLBRC50S28D122J,Beatrice,Vigili,1950-11-28,F,CROTONE,,,SRNMMM51E06A783F
DRNGNZ49R21F537F,Ignazio,Adorno,1949-10-21,M,VIBO VALENTIA,,,GDCCHR43P11F537J
RDNTZN52D24H223K,Tiziano,Ardini,1952-04-24,M,REGGIO NELL'EMILIA,,,PNZLNE48H11H223A
MLCPQL51B28F205U,Pasquale,Malacrinò,1951-02-28,M,MILANO,,,SCLDRN43E01E897I
CPIGTR51A02F537E,Geltrude,Iacopo,1951-01-02,F,VIBO VALENTIA,,,CNTMRN51B05F537A
MLRGLI51S03L424P,Giulio,Molari,1951-11-03,M,TRIESTE,,,PDRLRC52B07L424U
GMBTBO52A03E290Y,Tobia,Gambato,1952-01-03,M,IMPERIA,,,NZZFRC46B14D969D
LBRLRC57C31H282J,Alberico,Alberioli,1957-03-31,M,RIETI,,,NFRCLN51T11H282C
PGLGPP53R14B180D,Giuseppe,Paglia,1953-10-14,M,BRINDISI,,,CSASLM52H03D643W
LDDMME58C17L750W,Emma,Loddo,1958-03-17,F,VERCELLI,,,MRABND53E16L750F
DNDSCR50S02A182G,Oscar,D'Andria,1950-11-02,M,ALESSANDRIA,,,CRBMND50T28A182O
FRTSNT55B11A662Q,Samanta,Fioriti,1955-02-11,F,BARI,,,CLSBRN53R01F205T
NROLCI54T10D223S,Licia,Onori,1954-12-10,F,CUSIO,,,CMSLRI52A15L750Q
MSPCAI48D02D704E,Caio,Maspero,1948-04-02,M,FORLI,,,CSRZRR50E24G337R
SMNRMN52B05A271C,Ramona,Suman,1952-02-05,F,ANCONA,,,NGLSLV50R23A271L
SRNMMM51E06A783F,Mimmo,Suriano,1951-05-06,M,BENEVENTO,,,VGLBRC50S28D122J
GDCCHR43P11F537J,Chiara,Giudici,1943-09-11,F,VIBO VALENTIA,,,DRNGNZ49R21F537F
PNZLNE48H11H223A,Eleana,Panizza,1948-06-11,F,REGGIO NELL'EMILIA,,,RDNTZN52D24H223K
SCLDRN43E01E897I,Doriana,Scalmani,1943-05-01,F,MANTOVA,,,MLCPQL51B28F205U
CNTMRN51B05F537A,Moreno,Cantini,1951-02-05,M,VIBO VALENTIA,,,CPIGTR51A02F537E
PDRLRC52B07L424U,Ulderica,Pederzini,1952-02-07,F,TRIESTE,,,MLRGLI51S03L424P
NZZFRC46B14D969D,Federica,Nozza,1946-02-14,F,GENOVA,,,GMBTBO52A03E290Y
LBRVLI75T06H282S,Viola,Alberioli,1975-12-06,F,RIETI,NFRCLN51T11H282C,LBRLRC57C31H282J,DRNMTT70L30F537W
LBRLDR74H23H282Q,Leandro,Alberioli,1974-06-23,M,RIETI,NFRCLN51T11H282C,LBRLRC57C31H282J,MLCLTR71C01F205S
LBRCLL76M09H282N,Catello,Alberioli,1976-08-09,M,RIETI,NFRCLN51T11H282C,LBRLRC57C31H282J,DRNSLM73D15F537B
LBRLDA76B23H282K,Alda,Alberioli,1976-02-23,F,RIETI,NFRCLN51T11H282C,LBRLRC57C31H282J,CNTNFR73A06F537T
PGLRND72R08D643Y,Raimondo,Paglia,1972-10-08,M,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,CLSRCC75D07F205R
PGLMRC72L11D643K,Marco,Paglia,1972-07-11,M,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,MLCMSM70R10F205Q
PGLPTR71E11D643M,Pietro,Paglia,1971-05-11,M,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,NGLNSC70C13A271V
PGLFTM71D10D643W,Fatima,Paglia,1971-04-10,F,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,MLCLRD73P30F205C
PGLGTA71R24D643V,Agata,Paglia,1971-10-24,F,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,DNDNCL71A15A182Y
PGLLIO69P22D643Q,Iole,Paglia,1969-09-22,F,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,DRNGZN71R11F537V
PGLLND69M18D643I,Iolanda,Paglia,1969-08-18,F,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,MRAGRG77T07L750P
PGLVSC71T14D643P,Vasco,Paglia,1971-12-14,M,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,NGLMNL71P20A271F
PGLDLZ69E27D643W,Diocleziano,Paglia,1969-05-27,M,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,CMSGVR75H22L750M
PGLSND69A23D643N,Secondo,Paglia,1969-01-23,M,FOGGIA,CSASLM52H03D643W,PGLGPP53R14B180D,CLSDGS77L09F205G
MRAGRG77T07L750P,Giorgio,Aimar,1977-12-07,M,VERCELLI,MRABND53E16L750F,LDDMME58C17L750W,PGLLND69M18D643I
MRAMRO76H04L750X,Moira,Aimar,1976-06-04,F,VERCELLI,MRABND53E16L750F,LDDMME58C17L750W,
MRAZRA78R26L750X,Zara,Aimar,1978-10-26,F,VERCELLI,MRABND53E16L750F,LDDMME58C17L750W,CLSCSR76P14F205O
DNDNCL71A15A182Y,Nicola,D'Andria,1971-01-15,M,ALESSANDRIA,CRBMND50T28A182O,DNDSCR50S02A182G,PGLGTA71R24D643V
DNDRMI73S04A182U,Irma,D'Andria,1973-11-04,F,ALESSANDRIA,CRBMND50T28A182O,DNDSCR50S02A182G,CLSWTR78M15F205F
DNDVNN69A10A182R,Vanna,D'Andria,1969-01-10,F,ALESSANDRIA,CRBMND50T28A182O,DNDSCR50S02A182G,
DNDZEI69L16A182W,Ezio,D'Andria,1969-07-16,M,ALESSANDRIA,CRBMND50T28A182O,DNDSCR50S02A182G,CMSNNZ74P08L750I
DNDCLN70R02A182L,Carolina,D'Andria,1970-10-02,F,ALESSANDRIA,CRBMND50T28A182O,DNDSCR50S02A182G,SRNBTL71L12D122J
CLSWTR78M15F205F,Walter,Colasurdo,1978-08-15,M,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,DNDRMI73S04A182U
CLSVNT77T28F205O,Valentina,Colasurdo,1977-12-28,F,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,DRNGRL69L04F537O
CLSGRT76L14F205R,Gioberto,Colasurdo,1976-07-14,M,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,MLCMLL69P12F205N
CLSCCT76C11F205C,Concetta,Colasurdo,1976-03-11,F,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,MLCVTR69E23F205V
CLSRCC75D07F205R,Rebecca,Colasurdo,1975-04-07,F,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,PGLRND72R08D643Y
CLSGRZ78D10F205U,Grazia,Colasurdo,1978-04-10,F,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,CMSTTN75M22L750A
CLSCSR76P14F205O,Cesare,Colasurdo,1976-09-14,M,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,MRAZRA78R26L750X
CLSDGS77L09F205G,Adalgisa,Colasurdo,1977-07-09,F,MILANO,CLSBRN53R01F205T,FRTSNT55B11A662Q,PGLSND69A23D643N
CMSNNZ74P08L750I,Annunziata,Comes,1974-09-08,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,DNDZEI69L16A182W
CMSNSC78P28L750J,Nausicaa,Comes,1978-09-28,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,NGLNLM70P22A271U
CMSCSG74M05L750F,Consiglia,Comes,1974-08-05,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,
CMSGIA78E25L750H,Iago,Comes,1978-05-25,M,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,NGLSML68T21A271Y
CMSCHR78H20L750O,Chiara,Comes,1978-06-20,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,
CMSFST77D22L750H,Fausta,Comes,1977-04-22,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,
CMSGVR75H22L750M,Ginevra,Comes,1975-06-22,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,PGLDLZ69E27D643W
CMSTTN75M22L750A,Ottone,Comes,1975-08-22,M,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,CLSGRZ78D10F205U
CMSRSL77R26L750W,Rossella,Comes,1977-10-26,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,
CMSRNI77M20L750X,Irene,Comes,1977-08-20,F,VERCELLI,CMSLRI52A15L750Q,NROLCI54T10D223S,NGLGTN69R04A271M
MSPNGL69S03G337Y,Angelo,Maspero,1969-11-03,M,PARMA,CSRZRR50E24G337R,MSPCAI48D02D704E,MLRZOE72M27L424I
NGLNSC70C13A271V,Nausicaa,Angelo,1970-03-13,F,ANCONA,NGLSLV50R23A271L,SMNRMN52B05A271C,PGLPTR71E11D643M
NGLMNL71P20A271F,Emanuela,Angelo,1971-09-20,F,ANCONA,NGLSLV50R23A271L,SMNRMN52B05A271C,PGLVSC71T14D643P
NGLNLM70P22A271U,Anselmo,Angelo,1970-09-22,M,ANCONA,NGLSLV50R23A271L,SMNRMN52B05A271C,CMSNSC78P28L750J
NGLSML68T21A271Y,Samuela,Angelo,1968-12-21,F,ANCONA,NGLSLV50R23A271L,SMNRMN52B05A271C,CMSGIA78E25L750H
NGLGTN69R04A271M,Giustino,Angelo,1969-10-04,M,ANCONA,NGLSLV50R23A271L,SMNRMN52B05A271C,CMSRNI77M20L750X
NGLNLN71D02A271Y,Napoleone,Angelo,1971-04-02,M,ANCONA,NGLSLV50R23A271L,SMNRMN52B05A271C,MLCTNA69M28F205D
SRNSLN69A07D122G,Selena,Suriano,1969-01-07,F,CROTONE,VGLBRC50S28D122J,SRNMMM51E06A783F,MLRMRO70H06L424V
SRNBTL71L12D122J,Bartolomeo,Suriano,1971-07-12,M,CROTONE,VGLBRC50S28D122J,SRNMMM51E06A783F,DNDCLN70R02A182L
DRNGRL69L04F537O,Gabriele,Adorno,1969-07-04,M,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,CLSVNT77T28F205O
DRNGZN71R11F537V,Graziano,Adorno,1971-10-11,M,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,PGLLIO69P22D643Q
DRNSLM73D15F537B,Selma,Adorno,1973-04-15,F,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,LBRCLL76M09H282N
DRNPLG70H26F537C,Pellegrino,Adorno,1970-06-26,M,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,RDNSRL73C06H223Z
DRNRSL71A10F537N,Ursula,Adorno,1971-01-10,F,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,CNTGDU71D29F537V
DRNMTT70L30F537W,Mattia,Adorno,1970-07-30,M,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,LBRVLI75T06H282S
DRNGRZ69M14F537R,Grazia,Adorno,1969-08-14,F,VIBO VALENTIA,DRNGNZ49R21F537F,GDCCHR43P11F537J,
RDNSRL73C06H223Z,Esmeralda,Ardini,1973-03-06,F,REGGIO NELL'EMILIA,RDNTZN52D24H223K,PNZLNE48H11H223A,DRNPLG70H26F537C
MLCMLL69P12F205N,Mirella,Malacrinò,1969-09-12,F,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,CLSGRT76L14F205R
MLCMSM70R10F205Q,Massima,Malacrinò,1970-10-10,F,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,PGLMRC72L11D643K
MLCTNA69M28F205D,Tania,Malacrinò,1969-08-28,F,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,NGLNLN71D02A271Y
MLCLRD73P30F205C,Alfredino,Malacrinò,1973-09-30,M,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,PGLFTM71D10D643W
MLCDIA72E05F205Q,Ida,Malacrinò,1972-05-05,F,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,MLRLNS71C27L424D
MLCLTR71C01F205S,Elettra,Malacrinò,1971-03-01,F,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,LBRLDR74H23H282Q
MLCVTR69E23F205V,Vittorio,Malacrinò,1969-05-23,M,MILANO,MLCPQL51B28F205U,SCLDRN43E01E897I,CLSCCT76C11F205C
CNTNFR73A06F537T,Onofrio,Cantini,1973-01-06,M,VIBO VALENTIA,CPIGTR51A02F537E,CNTMRN51B05F537A,LBRLDA76B23H282K
CNTMCL68T22F537M,Immacolata,Cantini,1968-12-22,F,VIBO VALENTIA,CPIGTR51A02F537E,CNTMRN51B05F537A,MLRFNN71R19L424Y
CNTGDU71D29F537V,Guido,Cantini,1971-04-29,M,VIBO VALENTIA,CPIGTR51A02F537E,CNTMRN51B05F537A,DRNRSL71A10F537N
MLRMRO70H06L424V,Omar,Molari,1970-06-06,M,TRIESTE,MLRGLI51S03L424P,PDRLRC52B07L424U,SRNSLN69A07D122G
MLRZOE72M27L424I,Zoe,Molari,1972-08-27,F,TRIESTE,MLRGLI51S03L424P,PDRLRC52B07L424U,MSPNGL69S03G337Y
MLRLNS71C27L424D,Alfonso,Molari,1971-03-27,M,TRIESTE,MLRGLI51S03L424P,PDRLRC52B07L424U,MLCDIA72E05F205Q
MLRFNN71R19L424Y,Fernando,Molari,1971-10-19,M,TRIESTE,MLRGLI51S03L424P,PDRLRC52B07L424U,CNTMCL68T22F537M
LBRGLN94E13F205X,Giuliana,Alberioli,1994-05-13,F,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,CMSRLA96B14A271V
LBRDRN97M10F205E,Doriana,Alberioli,1997-08-10,F,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,MLCCVN89E17D643N
LBRGAI98L25F205V,Gaia,Alberioli,1998-07-25,F,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,DRNVVN96P16H282D
LBRNGL97L03F205K,Angelo,Alberioli,1997-07-03,M,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,MLRDZN88T14D122H
LBRSVN96C18F205Z,Silvana,Alberioli,1996-03-18,F,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,DRNCST98D30F205K
LBRRNN98H09F205X,Rosanna,Alberioli,1998-06-09,F,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,DRNGTN92H19D643M
LBRLEO94L01F205V,Leo,Alberioli,1994-07-01,M,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,NGLGLE94E07L750Z
LBRFSC94E12F205R,Fosca,Alberioli,1994-05-12,F,MILANO,MLCLTR71C01F205S,LBRLDR74H23H282Q,CMSDNL97M13F205K
LBRLNS97A19F537V,Alfonso,Alberioli,1997-01-19,M,VIBO VALENTIA,DRNSLM73D15F537B,LBRCLL76M09H282N,CMSGLD94R17F205M
LBRLIA95T28F537M,Lia,Alberioli,1995-12-28,F,VIBO VALENTIA,DRNSLM73D15F537B,LBRCLL76M09H282N,CMSLVN94B03A271D
LBRGDE97B07F537J,Egidia,Alberioli,1997-02-07,F,VIBO VALENTIA,DRNSLM73D15F537B,LBRCLL76M09H282N,PGLGMN96A14F205H
MRAPSQ96R11D643O,Pasqua,Aimar,1996-10-11,F,FOGGIA,PGLLND69M18D643I,MRAGRG77T07L750P,MLCPLA93C15D643V
PGLRFL98L02F205L,Raffaella,Paglia,1998-07-02,F,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,PGLGST94L26F205P
PGLTTO93S27F205I,Totò,Paglia,1993-11-27,M,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,NGLMMI94A04L750H
PGLMRN95C18F205Q,Mariana,Paglia,1995-03-18,F,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,DRNFMN91R25H223Q
PGLGMN96A14F205H,Germano,Paglia,1996-01-14,M,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,LBRGDE97B07F537J
PGLGRM94L27F205G,Geremia,Paglia,1994-07-27,M,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,NGLLSN96E24L750R
PGLCMN97L31F205A,Carmine,Paglia,1997-07-31,M,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,PGLSRA92L04A271J
PGLDLB95S02F205J,Doralba,Paglia,1995-11-02,F,MILANO,CLSRCC75D07F205R,PGLRND72R08D643Y,PGLGDN96B28F205G
DNDPRZ91D03D643K,Patrizio,D'Andria,1991-04-03,M,FOGGIA,PGLGTA71R24D643V,DNDNCL71A15A182Y,DRNVNZ98M16F205O
DNDLVN93A09D643G,Lavinio,D'Andria,1993-01-09,M,FOGGIA,PGLGTA71R24D643V,DNDNCL71A15A182Y,NGLCLI97A22L750K
PGLGUO90P02F205X,Ugo,Paglia,1990-09-02,M,MILANO,MLCMSM70R10F205Q,PGLMRC72L11D643K,
PGLLLL91M14F205I,Lello,Paglia,1991-08-14,M,MILANO,MLCMSM70R10F205Q,PGLMRC72L11D643K,PGLGTN89S10A271W
PGLDNI92E01F205V,Diana,Paglia,1992-05-01,F,MILANO,MLCMSM70R10F205Q,PGLMRC72L11D643K,CLSDLF94H14A182B
PGLBND91T22F205Z,Abbondio,Paglia,1991-12-22,M,MILANO,MLCMSM70R10F205Q,PGLMRC72L11D643K,CLSCLI97S30F205F
PGLGTN89S10A271W,Gaetana,Paglia,1989-11-10,F,ANCONA,NGLNSC70C13A271V,PGLPTR71E11D643M,PGLLLL91M14F205I
PGLPLG89R30A271M,Pellegrino,Paglia,1989-10-30,M,ANCONA,NGLNSC70C13A271V,PGLPTR71E11D643M,NGLPRI95B08L750K
PGLVTR93P03A271H,Vittorina,Paglia,1993-09-03,F,ANCONA,NGLNSC70C13A271V,PGLPTR71E11D643M,PGLSLV98D13L750E
PGLBRC92C17A271E,Beatrice,Paglia,1992-03-17,F,ANCONA,NGLNSC70C13A271V,PGLPTR71E11D643M,NGLBRN95A05L750W
PGLCCL90M23A271N,Cecilio,Paglia,1990-08-23,M,ANCONA,NGLNSC70C13A271V,PGLPTR71E11D643M,CLSLBT96A22L750X
PGLVGL91P07A271K,Virgilio,Paglia,1991-09-07,M,ANCONA,NGLNSC70C13A271V,PGLPTR71E11D643M,PGLCSM94S22L750N
PGLSRA92L04A271J,Sara,Paglia,1992-07-04,F,ANCONA,NGLMNL71P20A271F,PGLVSC71T14D643P,PGLCMN97L31F205A
PGLSRN89C07A271K,Sabrina,Paglia,1989-03-07,F,ANCONA,NGLMNL71P20A271F,PGLVSC71T14D643P,MLRGIA89B01D122W
PGLGDN92S07A271Z,Giordano,Paglia,1992-11-07,M,ANCONA,NGLMNL71P20A271F,PGLVSC71T14D643P,
PGLCRL91L02A271Z,Carlo,Paglia,1991-07-02,M,ANCONA,NGLMNL71P20A271F,PGLVSC71T14D643P,NGLMRC93C23F205J
PGLSLV98D13L750E,Silvio,Paglia,1998-04-13,M,VERCELLI,CMSGVR75H22L750M,PGLDLZ69E27D643W,PGLVTR93P03A271H
PGLZRA97R30L750Q,Zara,Paglia,1997-10-30,F,VERCELLI,CMSGVR75H22L750M,PGLDLZ69E27D643W,DRNNVE91H14H223L
PGLCSM94S22L750N,Cosima,Paglia,1994-11-22,F,VERCELLI,CMSGVR75H22L750M,PGLDLZ69E27D643W,PGLVGL91P07A271K
PGLMNI95M04L750K,Mino,Paglia,1995-08-04,M,VERCELLI,CMSGVR75H22L750M,PGLDLZ69E27D643W,SRNLGO89H03A182Y
PGLGGR98L04L750X,Gregorio,Paglia,1998-07-04,M,VERCELLI,CMSGVR75H22L750M,PGLDLZ69E27D643W,MLRPLM91D17D122V
PGLDNI96H25F205W,Dina,Paglia,1996-06-25,F,MILANO,CLSDGS77L09F205G,PGLSND69A23D643N,CMSLRI94A15F205P
PGLGST94L26F205P,Giusto,Paglia,1994-07-26,M,MILANO,CLSDGS77L09F205G,PGLSND69A23D643N,PGLRFL98L02F205L
PGLMRN94R13F205G,Mariana,Paglia,1994-10-13,F,MILANO,CLSDGS77L09F205G,PGLSND69A23D643N,CLSLND93S27F205K
PGLMSM94S14F205P,Massima,Paglia,1994-11-14,F,MILANO,CLSDGS77L09F205G,PGLSND69A23D643N,DRNVIO91P09D643R
PGLGDN96B28F205G,Giordano,Paglia,1996-02-28,M,MILANO,CLSDGS77L09F205G,PGLSND69A23D643N,PGLDLB95S02F205J
PGLDRT95T25F205R,Dorotea,Paglia,1995-12-25,F,MILANO,CLSDGS77L09F205G,PGLSND69A23D643N,MLRMRO92D02F205Z
CLSLVN95R05A182S,Lavinia,Colasurdo,1995-10-05,F,ALESSANDRIA,DNDRMI73S04A182U,CLSWTR78M15F205F,CLSPTR97A30F205A
CLSGTN94C01A182A,Agostina,Colasurdo,1994-03-01,F,ALESSANDRIA,DNDRMI73S04A182U,CLSWTR78M15F205F,NGLGST92E02F205X
CLSDLF94H14A182B,Adolfo,Colasurdo,1994-06-14,M,ALESSANDRIA,DNDRMI73S04A182U,CLSWTR78M15F205F,PGLDNI92E01F205V
DNDMTN94A28L750R,Martino,D'Andria,1994-01-28,M,VERCELLI,CMSNNZ74P08L750I,DNDZEI69L16A182W,DRNSNT96S09F205C
DNDVCN96A20L750B,Vincenzo,D'Andria,1996-01-20,M,VERCELLI,CMSNNZ74P08L750I,DNDZEI69L16A182W,
CLSCLI97S30F205F,Clio,Colasurdo,1997-11-30,F,MILANO,MLCMLL69P12F205N,CLSGRT76L14F205R,PGLBND91T22F205Z
CLSLND93S27F205K,Leonida,Colasurdo,1993-11-27,M,MILANO,MLCMLL69P12F205N,CLSGRT76L14F205R,PGLMRN94R13F205G
CLSMLT95A05F205W,Amleto,Colasurdo,1995-01-05,M,MILANO,MLCMLL69P12F205N,CLSGRT76L14F205R,NGLDNT97T22L750Z
CLSPTR97A30F205A,Pietro,Colasurdo,1997-01-30,M,MILANO,MLCMLL69P12F205N,CLSGRT76L14F205R,CLSLVN95R05A182S
CLSLVR98M10L750T,Elvira,Colasurdo,1998-08-10,F,VERCELLI,MRAZRA78R26L750X,CLSCSR76P14F205O,MLRWTR91B01D122S
CLSLBT96A22L750X,Elisabetta,Colasurdo,1996-01-22,F,VERCELLI,MRAZRA78R26L750X,CLSCSR76P14F205O,PGLCCL90M23A271N
CLSLVR97M07L750H,Alvaro,Colasurdo,1997-08-07,M,VERCELLI,MRAZRA78R26L750X,CLSCSR76P14F205O,NGLFMN97D02L750K
CMSRLA96B14A271V,Aurelio,Comes,1996-02-14,M,ANCONA,NGLSML68T21A271Y,CMSGIA78E25L750H,LBRGLN94E13F205X
CMSLVN94B03A271D,Lavinio,Comes,1994-02-03,M,ANCONA,NGLSML68T21A271Y,CMSGIA78E25L750H,LBRLIA95T28F537M
CMSDNL97M13F205K,Danilo,Comes,1997-08-13,M,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,LBRFSC94E12F205R
CMSRST97A26F205Q,Oreste,Comes,1997-01-26,M,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,NGLPSC90B28F205U
CMSGLD94R17F205M,Gilda,Comes,1994-10-17,F,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,LBRLNS97A19F537V
CMSSRN96A09F205K,Siriana,Comes,1996-01-09,F,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,DRNMLE89B20H223M
CMSFLC94P11F205O,Felice,Comes,1994-09-11,M,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,CNTLRA90C06F537A
CMSCST94L02F205P,Cristiano,Comes,1994-07-02,M,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,CNTSNN89R12F537H
CMSLRI94A15F205P,Ilario,Comes,1994-01-15,M,MILANO,CLSGRZ78D10F205U,CMSTTN75M22L750A,PGLDNI96H25F205W
MSPLBN91L11L424R,Albino,Maspero,1991-07-11,M,TRIESTE,MLRZOE72M27L424I,MSPNGL69S03G337Y,DRNCRN95R07F205L
NGLPRI95B08L750K,Piera,Angelo,1995-02-08,F,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,PGLPLG89R30A271M
NGLRNN95P30L750R,Arianna,Angelo,1995-09-30,F,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,MLCFDN92M03D643G
NGLFMN97D02L750K,Flaminia,Angelo,1997-04-02,F,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,CLSLVR97M07L750H
NGLGLE94E07L750Z,Egle,Angelo,1994-05-07,F,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,LBRLEO94L01F205V
NGLLNI95B28L750U,Lina,Angelo,1995-02-28,F,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,DRNBLD89E12D643U
NGLCMB98P22L750U,Colomba,Angelo,1998-09-22,F,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,NGLDNA98P21L750R
NGLBRN95A05L750W,Bruno,Angelo,1995-01-05,M,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,PGLBRC92C17A271E
NGLZNE97R28L750O,Zeno,Angelo,1997-10-28,M,VERCELLI,CMSNSC78P28L750J,NGLNLM70P22A271U,NGLLIA92H11F205U
NGLLRT98H01L750S,Albertino,Angelo,1998-06-01,M,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,MLRTEA90B13D122A
NGLSVN95M15L750H,Silvana,Angelo,1995-08-15,F,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,DRNLRD89T02D643M
NGLLSN96E24L750R,Luisiana,Angelo,1996-05-24,F,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,PGLGRM94L27F205G
NGLMMI94A04L750H,Imma,Angelo,1994-01-04,F,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,PGLTTO93S27F205I
NGLCHR95P16L750P,Chiara,Angelo,1995-09-16,F,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,MLRLNE91T19D122K
NGLDNA98P21L750R,Adone,Angelo,1998-09-21,M,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,NGLCMB98P22L750U
NGLCLI97A22L750K,Clio,Angelo,1997-01-22,F,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,DNDLVN93A09D643G
NGLDNT97T22L750Z,Donata,Angelo,1997-12-22,F,VERCELLI,CMSRNI77M20L750X,NGLGTN69R04A271M,CLSMLT95A05F205W
NGLDLA90D29F205H,Dalia,Angelo,1990-04-29,F,MILANO,MLCTNA69M28F205D,NGLNLN71D02A271Y,DRNNLN90D09D643W
NGLGST92E02F205X,Egisto,Angelo,1992-05-02,M,MILANO,MLCTNA69M28F205D,NGLNLN71D02A271Y,CLSGTN94C01A182A
NGLSNT93A12F205L,Assunta,Angelo,1993-01-12,F,MILANO,MLCTNA69M28F205D,NGLNLN71D02A271Y,DRNGRT97S01F205K
NGLMRC93C23F205J,America,Angelo,1993-03-23,F,MILANO,MLCTNA69M28F205D,NGLNLN71D02A271Y,PGLCRL91L02A271Z
NGLLIA92H11F205U,Lia,Angelo,1992-06-11,F,MILANO,MLCTNA69M28F205D,NGLNLN71D02A271Y,NGLZNE97R28L750O
NGLPSC90B28F205U,Priscilla,Angelo,1990-02-28,F,MILANO,MLCTNA69M28F205D,NGLNLN71D02A271Y,CMSRST97A26F205Q
SRNPLG90D02A182Q,Pellegrino,Suriano,1990-04-02,M,ALESSANDRIA,DNDCLN70R02A182L,SRNBTL71L12D122J,DRNCMB90B10D643N
