plate,manifacturer,model,last_revision,insurance_expiration,is_stolen,owner
OJ290CN,Audi,A4,2024-05-22,2025-01-26,False,BRDRBN46C10E507G
ZK440DH,Mazda,Mazda3,2024-08-08,2025-06-22,False,BRDLVI43T26E507A
ZJ967WA,Renault,Mégane,2023-06-22,2024-09-27,False,BRDDLZ45S12E507S
EY966OZ,Mercedes-Benz,Classe A,2024-06-08,2024-02-12,False,GFFNNE50H19G015N
PT599EI,BMW,Serie 3,2023-10-08,2025-09-24,False,GFFDGS52R14G015T
AR412OU,Peugeot,3008,2024-01-30,2025-03-30,False,BNLDNT44S25A944D
TY902EM,Hyundai,Sonata,2023-10-01,2024-01-13,False,BNLRNI45P29A944G
QM851DO,Fiat,Panda,2024-01-03,2025-04-06,False,BNLFNN46M20A944V
KX411WP,Kia,Ceed,2024-04-04,2025-06-18,False,BNLDNI46L17A944P
QL063HG,Chevrolet,Silverado,2023-03-02,2025-03-04,False,BNLNCN48C31A944D
DQ985JO,Nissan,X-Trail,2022-10-20,2025-08-17,False,BNLTNZ47R22A944Q
LN635VX,Hyundai,Tucson,2024-02-02,2025-11-30,False,MLLTMS43S17D704D
ZV050UL,Volkswagen,Golf,2024-07-16,2025-10-08,True,MLLMCL47B10D704E
BB471RJ,Honda,CR-V,2023-11-02,2025-10-01,False,MLLVCN48R17D704O
PP333DV,Toyota,Corolla,2022-05-02,2024-12-01,False,MLLLRT44B20D704M
GL335WP,Fiat,Panda,2024-01-15,2024-04-03,False,CCCRND63M27G888D
YV606GN,Volkswagen,Passat,2024-07-24,2025-01-24,False,CCCLFA61E11G888K
FF105XE,Nissan,Qashqai,2023-07-16,2022-03-06,False,VLCNTL65D07I480E
SG591VD,Honda,Civic,2024-12-19,2025-10-31,False,VLCSLN67D26I480D
EY969LE,Ford,Focus,2023-10-24,2025-01-13,False,VLCRRG67T13I480X
DN360AK,Mercedes-Benz,Classe A,2023-08-10,2025-05-23,False,VLCGZZ66R15I480T
TR825EK,Volkswagen,Polo,2023-12-21,2024-02-08,False,VLCNGL64M10I480A
ES252SD,Fiat,500,2024-06-29,2025-09-20,False,VLCPPP68M28I480R
PI054HO,Subaru,Outback,2023-08-19,2025-08-23,False,VLCJCP64D14A089R
UC332PN,Kia,Sportage,2023-10-27,2022-04-02,False,VLCLND64T30A089X
DL947ZB,Peugeot,308,2024-04-07,2025-07-21,False,GDNNSC64C09L049R
XH710AG,Mercedes-Benz,Classe E,2024-12-12,2025-02-07,False,GDNPRD66D17L049R
RS521ER,Mazda,Mazda3,2024-06-05,2025-09-20,False,GDNCNZ67H01G482W
IU169DF,Renault,Clio,2022-02-27,2023-01-01,False,GDNLNZ68D02A944H
LX452BH,Subaru,Forester,2024-02-27,2024-01-31,False,GDNFMN67E01D205W
OP814RD,Nissan,X-Trail,2022-03-31,2025-03-27,False,GDNLFA67R03D205Q
WJ639AM,Mazda,CX-5,2023-05-27,2025-09-29,False,GDNGGR65M18D205Z
ZF024HV,Ford,Fiesta,2023-01-23,2025-06-10,False,GDNMRG68L07D205Z
DP299GZ,Audi,Q5,2024-02-11,2025-02-22,False,PDNGLE82L28E648Y
JJ142DJ,Nissan,X-Trail,2024-10-03,2025-03-25,False,PDNLRC82E14E648Z
PI130RY,Chevrolet,Silverado,2024-08-05,2024-07-21,True,PDNLVS81S17E507T
ST245HV,Alfa Romeo,Giulietta,2023-04-29,2025-08-29,False,PDNYLN83R16E507R
PP166GO,Nissan,Micra,2023-06-10,2025-04-04,False,PDNCNL81H17E507S
WM836PU,BMW,Serie 5,2024-12-26,2025-01-12,False,PDNPIA81P06E507C
IN518UL,Renault,Twingo,2024-07-22,2025-04-14,False,PDNMTT79P24E507P
BI481BP,BMW,X5,2024-11-17,2022-01-24,False,PDNFNZ83P03E507M
SY287ST,Mercedes-Benz,Classe A,2024-08-07,2025-07-06,False,PDNCLD81M09A794Z
FG314GE,Volvo,V90,2023-11-17,2025-03-09,False,PDNFBN82B24A794H
FH297LZ,Ford,Fiesta,2021-06-30,2025-08-01,False,PDNQRN83A15A794F
CW056MK,Subaru,Forester,2024-11-28,2025-09-27,False,PDNGRL80L20A757M
IC006OP,Jeep,Renegade,2023-07-19,2023-07-17,False,GGGMRC77T29D612N
IS670FV,Kia,Sportage,2024-01-02,2024-09-13,False,GGGMHL76H01D612K
EK438PO,Nissan,Qashqai,2023-08-21,2025-11-14,False,GGGPLG78C27B180Q
CQ261JZ,BMW,X5,2024-11-18,2025-04-27,False,GGGNTN74H08B180N
KP706SL,Nissan,X-Trail,2023-04-02,2025-09-08,False,GGGTMS78C31B180E
NU704WM,Audi,A3,2023-05-20,2025-12-06,False,GGGRMO77D14E290P
HI710XL,Renault,Mégane,2024-04-01,2025-10-09,False,GGGGTV78D17E290Q
EK006RC,Audi,A4,2022-01-06,2024-02-08,False,GGGLSE77M12E290A
UT760UV,Kia,Rio,2023-03-27,2022-01-04,False,GGGMDA75D17E290R
IY413FT,Mercedes-Benz,Classe A,2024-04-18,2025-03-09,False,DMCVNI81D29D223K
FO243NK,Volvo,V90,2023-02-12,2025-11-26,False,DMCLVC83R28D223L
VD165ZB,Ford,Fiesta,2024-08-12,2025-10-22,False,DMCFPP65B07B429N
IV193DA,Mazda,CX-5,2021-01-07,2025-09-06,False,DMCPMP65H24B429X
OX163UQ,Audi,A4,2024-12-23,2025-02-20,False,DDECSR82A22A509J
WU961LP,Hyundai,Elantra,2023-04-11,2025-10-10,False,DDESTR78T06A509A
DA456QF,Renault,Clio,2023-02-12,2025-07-19,False,DDEVTR80M21A509O
DK501NO,Renault,Clio,2024-04-26,2025-11-29,False,BRGDRN67E16H223U
QU432EZ,Jeep,Wrangler,2023-06-22,2025-02-13,False,BRGLMO64D01H223S
XM209VX,Subaru,Impreza,2023-03-08,2025-12-19,False,BRGLND68R28H223J
VK579VM,Hyundai,Sonata,2023-06-12,2025-12-21,False,BRGMRC65H23H223R
IZ989WU,Mazda,Mazda6,2024-10-14,2025-12-26,False,BRGGRL65A05H223I
OH326NU,Kia,Sportage,2021-05-11,2025-11-01,False,BRGCNN64T09H223M
MQ734EH,Toyota,Land Cruiser,2023-05-20,2025-10-04,False,DDELVC73C28E202Y
FL009QP,Honda,CR-V,2023-09-23,2025-05-18,False,DDELSS72T10E202F
LX672FM,Fiat,500,2024-03-27,2024-05-05,False,DDEDLU68T09E202O
FD109CH,Kia,Rio,2023-10-19,2023-06-03,False,DDEGST66M05A182R
XQ939PT,Mazda,Mazda3,2022-12-31,2025-02-20,False,DDEDLB67B26A182B
CH812UX,Jeep,Renegade,2024-09-24,2025-01-29,False,DDEPML67D06A182Q
SE948NB,Kia,Sorento,2024-07-18,2025-04-24,False,DDEGIA65S14A182V
GZ598WR,Ford,Fiesta,2023-02-10,2025-12-15,False,BNDNTS76P08L103Y
LE242ON,Chevrolet,Camaro,2024-06-16,2025-03-07,False,BNDMRK74D22L103Z
NJ235VO,Ford,Focus,2024-03-24,2025-01-17,False,BRGVRN81L12G888A
FU195FD,Peugeot,3008,2023-09-11,2025-11-21,False,BRGPRZ83L31G888F
US350KX,Honda,Accord,2023-05-14,2025-03-23,False,BRGCST79B12G888T
JC015KZ,Mazda,Mazda3,2023-02-19,2022-01-01,False,BRGGPP82R11G888I
AT270TO,Volkswagen,Golf,2023-05-15,2025-07-15,False,BRGGTR80M18G888W
VX207TE,Volkswagen,Golf,2023-09-01,2025-08-12,False,BRGDRO82E08G888C
WW699UW,Chevrolet,Malibu,2024-10-18,2025-01-22,False,BNDLNI75R02D612O
NY261UN,Mazda,Mazda6,2023-01-29,2024-06-13,False,BNDRRT74B08D612Y
LY711UE,Kia,Sportage,2024-08-05,2022-07-30,True,BNDRMN77H13D612L
WU886HE,Peugeot,3008,2023-04-07,2022-10-16,False,BNDDLN75B10D612K
OC819GZ,Kia,Ceed,2024-03-14,2025-02-19,False,BNDTMR77H22B429Z
HO945VK,Hyundai,Tucson,2023-01-23,2025-05-20,False,BNDCNN75T05B429H
RA448QU,Peugeot,3008,2024-10-12,2024-10-03,False,BNDGLI74C07B429K
TZ448KJ,Kia,Ceed,2022-10-29,2025-06-03,False,BNDLCI77T22B429S
ZC673MT,Peugeot,308,2024-11-09,2025-08-08,False,BNDLVR74T20B429Z
IU254JI,Chevrolet,Camaro,2024-04-25,2025-03-10,False,BNDRGN76L07A794O
NB981UA,Kia,Sorento,2024-02-19,2025-10-26,False,BNDSFN76E01A794B
MP861DP,Volkswagen,Polo,2023-08-06,2025-11-01,False,BNDVVN76B14A794C
HX776KA,Fiat,500,2023-06-27,2025-11-10,False,BNDRFL75B21A794Q
UA045IL,Alfa Romeo,Giulia,2021-08-27,2025-09-15,False,BNDTLD78B16E098Q
QA097TY,Chevrolet,Silverado,2023-01-12,2022-07-27,False,BNDSVS74H19E098D
WV766JI,Toyota,Land Cruiser,2024-09-03,2025-06-18,True,BNDGLI78P11E098W
RB919EE,Fiat,Panda,2021-03-21,2025-01-10,False,BNDLND76S23E098B
JS902TT,Nissan,Micra,2024-09-16,2024-11-25,False,BNDMHL75E25E098J
FT221YQ,Ford,Mustang,2023-04-04,2023-06-26,False,PCRRST79B01D612H
QA503WH,Nissan,Qashqai,2024-11-01,2025-08-24,False,PCRFLV82B03D612R
CC879LV,Mazda,CX-5,2023-07-07,2025-07-25,False,PCRLND80E16D612L
AK272GI,Chevrolet,Malibu,2024-10-29,2025-11-24,True,PCRGTN83C31D612W
ND024CU,Chevrolet,Silverado,2023-07-07,2025-01-05,False,PCRLCL81E01D612P
AL647SM,Alfa Romeo,Giulia,2024-02-12,2025-09-03,False,PCRNNI80C29D612V
ZB288JF,Kia,Sportage,2023-01-11,2025-12-06,False,PCRRFL82H22A479G
SK254FD,Ford,Focus,2023-09-21,2025-10-28,False,PCRCSR82R08A479Z
TW272OY,Kia,Sorento,2023-09-26,2025-08-18,False,PLSCSR59T05A345A
NV117IG,Kia,Sorento,2023-07-09,2025-04-15,False,PLSMRZ62A11A345K
BU140WC,Subaru,Forester,2024-07-16,2025-11-10,False,PLSVTT63D30A345D
HV488AS,Renault,Twingo,2024-10-09,2025-06-16,False,PLSFLV61B26A345J
PK001KZ,Kia,Ceed,2024-04-02,2025-10-02,False,PLSMDA61T20A345Y
AH195CF,Peugeot,208,2023-11-26,2025-06-07,False,CRLSVS70B22G478H
FE707RF,Kia,Rio,2024-10-10,2025-12-10,False,CRLCDD72E21G478F
GS963NH,Hyundai,Sonata,2024-06-02,2025-10-21,False,CRLVNT73C28G478R
XU898RQ,Audi,A4,2024-12-04,2025-02-02,False,CRLLDE72B21G478G
QU241QY,Audi,Q5,2022-09-26,2025-03-04,False,CRLLRZ69T19G478P
MP067RI,Kia,Ceed,2024-10-22,2025-08-13,True,CRLDRA73R22H223P
LO950NC,Nissan,X-Trail,2023-06-14,2025-10-21,False,CRLLLL78A04H501D
IS449YV,Renault,Clio,2024-10-21,2025-09-26,False,CRLRZO75E26H501S
KG643LY,Renault,Mégane,2024-06-07,2025-01-12,False,CRLDRS74E20H501E
JA771DF,Volkswagen,Golf,2023-07-03,2025-12-23,False,CRLMDE77T12H501J
XB342IJ,Nissan,X-Trail,2024-05-17,2025-08-08,False,CRLFLV73T06H501V
OL083FJ,Volvo,XC90,2023-06-05,2025-05-13,False,CRLNBL74P19H501M
IT693MG,Honda,CR-V,2024-06-16,2025-08-07,False,VRIGAI82B15D643V
KS423SF,Kia,Rio,2024-03-29,2025-08-03,False,VRIMRO79L27D643C
XK978VD,Mercedes-Benz,Classe E,2024-02-15,2025-03-31,False,VRIFST83H20D643X
XS577OO,Honda,Civic,2024-05-25,2023-07-01,False,VRILCL79M07D643H
HO271RE,BMW,Serie 5,2023-10-08,2025-08-14,False,VRIMMM83L28D643I
GX442DA,Honda,Accord,2024-02-17,2025-11-08,False,CPRCNN81D01H163G
OD966UG,Renault,Clio,2022-10-19,2025-04-21,False,CPRLRT79R10H163S
VR001PV,BMW,Serie 5,2022-04-07,2022-12-29,False,CPRMRO81S11H163L
NR881ZA,Toyota,Corolla,2021-12-07,2025-04-01,False,CPRFNC79E18B429N
NG956DC,Jeep,Wrangler,2024-11-26,2025-09-16,False,CPRVNT79D06B429N
SB710FJ,Hyundai,Tucson,2024-01-10,2025-01-04,False,CPRLLL79C25B429D
AE145MD,Alfa Romeo,Giulia,2023-03-24,2025-02-26,False,MBRFTN82T10A794B
XZ224RO,Hyundai,Tucson,2024-06-01,2025-10-10,False,MBRWLM79H02L219V
UJ867JM,Honda,CR-V,2024-12-20,2025-04-17,False,BVNTTN83R07A479P
FS428IR,Volkswagen,Passat,2024-12-23,2025-05-29,False,BVNGTR79H06A479R
TJ300TC,Peugeot,308,2024-12-05,2025-11-14,False,BVNSVR83D12A479C
LD207OZ,Audi,Q5,2024-01-20,2025-11-12,False,BVNPTR74P01G942R
CJ062WQ,Mercedes-Benz,Classe A,2024-10-08,2025-11-04,False,BVNRNN77E07G942V
BC168QB,Subaru,Impreza,2022-04-20,2025-02-11,False,BVNDND75T21G942L
OY204KK,Mercedes-Benz,Classe A,2024-01-08,2025-11-26,False,BVNCRL77H22G942Q
FS361IK,Volvo,V90,2024-09-20,2025-12-31,False,BVNLHN76E11H224I
HN948XN,Alfa Romeo,Giulia,2023-11-06,2025-12-07,False,BVNMDE74M20H224Z
MI220ZG,Alfa Romeo,Giulietta,2024-04-06,2023-09-02,False,BVNLFA76B10H224J
QD053KZ,Volvo,V90,2024-07-08,2022-04-15,False,BVNLNE75R28H224U
XA859YG,BMW,Serie 3,2024-12-12,2025-07-27,False,BVNFTN78A07L378E
PG651CY,Kia,Ceed,2023-12-16,2024-12-17,False,BVNDLM83A07L219I
KE099ZE,Chevrolet,Silverado,2022-05-05,2025-10-18,False,BVNBNR81H28L219T
MP831MO,Subaru,Forester,2024-05-02,2025-01-23,False,BVNSVG83E14L219Y
LD429VR,Mazda,Mazda3,2024-11-21,2022-06-18,False,BVNCHR79S24L219I
PO448WP,Honda,Civic,2024-09-22,2025-11-25,False,BVNFBA82P12L219K
VS312SR,Audi,A4,2023-04-17,2025-02-23,False,BVNSNT79L17F205N
CD931ZQ,Volvo,S60,2024-08-11,2025-01-25,False,BRDLFA64P16B429P
VH264VG,Subaru,Impreza,2024-12-07,2025-01-17,False,BRDMME68L05L103M
ZG112SX,Jeep,Renegade,2023-11-15,2024-03-26,False,BRDSFO68C03L103S
TH918IF,Audi,A3,2024-06-15,2024-01-05,False,BRDMRL64T06L103R
IZ897EX,Audi,A3,2022-12-03,2025-09-29,False,BRDNNE66R13L103M
RY205XG,Honda,Civic,2023-12-03,2025-07-23,False,BRDRMN77L27E648F
KI744ZL,Volkswagen,Polo,2022-11-15,2024-05-07,False,BRDDRT78E23E648J
PJ771WI,Subaru,Forester,2023-06-12,2025-08-09,False,BRDLSN74R07E648S
FG974XI,Fiat,500,2023-08-03,2025-06-13,False,BRDSST77D21E648S
IB749YU,Peugeot,208,2024-04-11,2022-02-17,False,BRDMSS78M01I480F
YH121EJ,BMW,X5,2023-08-14,2025-06-22,False,GFFGST74C21C352N
OA408BK,Fiat,Panda,2022-05-20,2025-06-16,False,GFFGLM76H04C352T
DY001OT,Kia,Rio,2024-04-24,2022-01-18,False,BNLLND83C29D150G
UD700AQ,Toyota,Yaris,2024-09-11,2023-06-03,False,BNLTTN79P03D150E
UI968NY,Kia,Ceed,2024-10-22,2025-01-25,False,BNLSNL79S06D150Y
YL529SN,Chevrolet,Malibu,2024-04-22,2025-02-14,False,BNLGST81M10D150Z
HI447ZN,Fiat,Panda,2021-08-27,2025-08-26,False,BNLGTR82H02D150C
OL528JU,BMW,Serie 5,2024-06-19,2025-11-06,False,BNLSLL65R09F257B
TN924TA,Volkswagen,Polo,2024-03-08,2025-08-28,False,BNLSTN64E28F257N
RP699EG,Kia,Ceed,2023-04-06,2025-04-28,False,BNLMSM79A08G337C
BN442SV,Audi,A4,2023-05-08,2025-02-06,False,MLLDVD73T15A345R
QV672AC,Mazda,Mazda3,2024-10-09,2025-07-08,False,MLLMRA77D18A345Y
JX675LO,Jeep,Renegade,2023-01-31,2025-04-26,False,MLLSDR71P18G015H
UI330DC,Renault,Twingo,2024-01-06,2025-12-09,False,MLLNDA68T31G015K
KI529QP,Toyota,Corolla,2023-02-20,2025-01-12,True,MLLLDR70S14G015Y
VV861YY,Honda,Civic,2023-02-22,2025-06-28,False,MLLTRS70M26G015V
TF667PN,Chevrolet,Camaro,2024-06-09,2025-12-12,False,MLLLRT72P10G015M
YL409WY,Subaru,Impreza,2024-06-22,2025-07-18,False,MLLCLD73P14G015S
GV563AZ,BMW,Serie 3,2023-12-18,2025-08-01,False,CCCGBR78T29E335U
ZZ394VL,Honda,CR-V,2024-11-03,2025-02-17,False,CCCFCN79R10E335U
YE242GN,Volvo,S60,2023-04-21,2025-03-21,False,CCCLDA79H07H199X
HC943BH,Chevrolet,Silverado,2024-03-01,2025-01-06,False,CCCZTI83M18H199A
VB801LG,Audi,Q5,2024-02-11,2022-12-10,False,CCCCRI80A23H199S
JS570MJ,Renault,Twingo,2024-12-13,2025-04-19,False,CCCNLT81C03H199N
SV182ZU,Ford,Mustang,2024-05-14,2025-05-04,False,CCCMTT81P18H224T
AW597ZP,Ford,Fiesta,2024-12-27,2024-08-23,False,CCCMRN81T22H224F
HR373PN,Mercedes-Benz,Classe A,2024-12-21,2025-12-16,False,CCCDRN82B11H224D
KV594XD,BMW,X5,2022-09-25,2025-11-10,False,GGGLRT93T05E290O
HO595HL,Kia,Rio,2024-03-08,2025-10-19,False,DDEDRN01R08A509C
ES974BZ,Subaru,Impreza,2022-10-23,2025-03-13,False,DDENLM00A25A509V
CG880IB,Kia,Sportage,2024-01-13,2025-11-19,False,MBRPIA02L28L750T
DE839ZV,Jeep,Wrangler,2024-03-27,2025-09-11,False,MBRSLL99M15L750A
TM646NC,Peugeot,208,2023-10-17,2025-06-19,False,BRGGTN01L01G888T
BU027CX,Kia,Sportage,2023-05-14,2025-02-25,False,BRGGRG99P27G888A
GM573YK,Ford,Fiesta,2023-03-08,2025-04-03,False,DDEBRT99T22H199F
NM851FB,Honda,Accord,2024-10-01,2025-08-01,False,DDEMLI00M03H199C
WV501DN,Chevrolet,Malibu,2024-10-05,2022-11-13,False,MLLLMO96T28G942S
CK146UI,Renault,Twingo,2022-04-09,2025-01-27,False,MLLMLT96A19G942Y
PD067MD,Mercedes-Benz,Classe C,2023-06-27,2025-11-07,False,MLLLBR98E18G942Z
JF348SQ,Peugeot,3008,2022-12-20,2025-08-08,False,CPRGGI99H09C351J
NN545PJ,Fiat,Panda,2023-01-07,2025-08-27,False,MLLTZN97D29A345O
ZT564EC,Honda,CR-V,2024-12-08,2025-08-22,False,MLLCTN98L03L103Q
KI913UR,Nissan,Qashqai,2023-03-13,2025-03-24,False,MLLLEO96B18L103C
PE621TX,Fiat,Panda,2024-10-31,2025-04-17,False,BVNGTT06L05A182N
HU622FY,Ford,Mustang,2023-04-07,2025-11-23,True,BVNLRT05D02A182G
TA100BV,BMW,Serie 3,2023-11-25,2023-09-19,False,BVNPIA03C23A182C
GR100JQ,Mercedes-Benz,Classe E,2023-10-30,2025-05-20,False,BNLRNT01A31E281S
DK293MW,Renault,Clio,2023-03-24,2025-08-02,False,BNLMTN01A09E281T
JS415KJ,Renault,Mégane,2023-01-16,2025-08-25,False,BNLVNA02E19E281F
LX350KY,Honda,CR-V,2023-09-26,2025-01-22,False,MLLNTS99P12C632M
AS276XR,Toyota,Land Cruiser,2024-10-31,2025-12-17,False,MLLPLP99E20C632E
NG910SM,Toyota,Corolla,2023-12-07,2025-08-28,False,MLLCCL00S18C632F
DF766AY,Renault,Twingo,2024-06-01,2025-07-18,False,MLLPLT00P28C632R
OG576MJ,Mazda,Mazda6,2023-04-20,2025-05-10,False,PDNSDR00C16E507U
DT590EO,Hyundai,Tucson,2023-10-22,2025-12-14,False,GFFGTV01P11C352V
AG827YL,Nissan,Qashqai,2024-12-10,2025-10-12,False,GFFRNL01L08C352V
WS268FN,Ford,Focus,2024-09-30,2024-11-20,False,BVNMMM00R04H224U
WD207IU,Hyundai,Elantra,2022-02-16,2025-07-19,False,BVNLVN01T02H224P
NF258JG,Ford,Focus,2021-01-22,2024-12-10,False,BVNNTN95T06L378Y
NS145ZB,Ford,Focus,2023-07-13,2025-12-01,False,BVNMSS98D21L378J
FQ563CV,Hyundai,Tucson,2023-06-06,2025-01-15,False,BVNPLA96S26L378E
DS209IH,Ford,Mustang,2024-05-24,2025-06-15,False,VLCGPR96S20I480Q
LW918KO,Kia,Ceed,2023-05-17,2025-02-09,False,VLCGDE95B18I480L
SX076GX,Audi,A4,2023-01-02,2025-03-11,False,BRDGLL98R25L103L
XD336NF,Hyundai,Tucson,2023-11-22,2025-11-12,False,PDNSVR06A18E648L
FB499IB,Fiat,500,2023-08-20,2024-09-02,False,CPRLEO00C23I754M
YY450PP,Fiat,Panda,2024-12-21,2024-05-04,False,CPRGLD01B18I754Y
LN400DZ,Jeep,Renegade,2024-08-12,2025-02-23,False,CPRSAI99P12I754D
IG210BW,Audi,Q5,2024-10-06,2025-08-22,False,CPRPMR01R09I754S
OQ416AK,Toyota,Yaris,2024-03-01,2025-08-29,False,BVNFLC03S24D205W
KE435HA,Honda,Civic,2024-06-28,2022-12-30,False,BVNSVR00M25B354M
VT021RM,Audi,Q5,2024-01-04,2025-04-02,False,BVNRTT01D19B354O
IR655ZN,Toyota,Corolla,2024-03-21,2025-07-19,False,BVNGLI02C19B354H
YP848UG,Volvo,V90,2024-02-15,2025-10-06,False,GDNLNZ91B14L049H
GB669AP,Fiat,500,2024-05-24,2025-07-25,False,GDNSLL92T15L049D
EK830DE,Alfa Romeo,Giulietta,2022-07-22,2025-04-18,False,GDNLRT91P05L049V
LA842QZ,Peugeot,208,2022-05-18,2025-09-05,False,GDNGNZ93D03L049I
YA492DY,Toyota,Yaris,2023-11-25,2025-07-27,False,GDNCLN89C28L049S
SF213BU,Peugeot,208,2023-04-11,2025-03-06,False,BVNRFL06H20G702H
KW586YY,Mercedes-Benz,Classe E,2023-09-13,2024-02-13,False,CRLMDA97B11H501Q
SO392JN,Volkswagen,Golf,2023-09-27,2022-05-06,False,BRDVSC93D11D223E
OQ681PI,Nissan,Qashqai,2023-03-27,2025-09-01,False,BRDCML89C19D223X
CD988CP,Renault,Mégane,2023-06-19,2025-08-14,False,BRDCTN89C28D223U
BR324KK,Mercedes-Benz,Classe C,2024-11-28,2025-05-03,False,DDEGTN98H12D223R
AC033CI,Mercedes-Benz,Classe E,2022-03-03,2025-11-12,False,CCCSLD00T08H224Q
PL759CF,Mercedes-Benz,Classe A,2024-08-13,2025-04-22,False,CCCMRC00T23H224D
MZ745YQ,Mazda,Mazda3,2024-08-18,2024-11-12,False,CCCLSU02D21H224M
II720CU,Chevrolet,Malibu,2023-10-28,2025-06-18,False,CCCSNL02M14H224L
SN990FV,Ford,Fiesta,2024-05-05,2024-06-27,False,CRLFLV96D11H501H
IA802MF,Renault,Mégane,2023-07-15,2025-10-30,False,CRLDZN96S02H501Z
WJ554MY,Honda,CR-V,2024-11-11,2025-03-11,False,CRLGTN98L21H501K
RG666LI,Kia,Sportage,2023-10-15,2025-07-09,False,DMCGRN87H01B429X
FV488CD,Subaru,Impreza,2024-11-06,2025-09-11,False,DMCGVF87M06B429H
AZ716RY,Subaru,Forester,2024-01-08,2025-06-23,False,DMCPLT86L08B429N
HJ852PN,BMW,Serie 5,2024-07-15,2025-02-15,False,BRDMND01B22E648G
BT756GJ,Nissan,X-Trail,2024-07-06,2025-06-08,False,BRDFCN99B14E648Z
LR857TK,Toyota,Corolla,2024-01-21,2025-04-11,False,BRDRSN02B04E648Q
KM646QA,Mercedes-Benz,Classe A,2024-12-20,2022-04-08,False,BRDRME99R09E648I
KN347IZ,Subaru,Outback,2023-02-25,2025-05-22,False,BNDSCN02P02I754C
ZO465JI,Kia,Sportage,2023-06-19,2024-06-12,False,BNDMLL02P29I754L
OJ844EG,Toyota,Land Cruiser,2024-04-17,2025-10-21,False,VLCBRM01H30A182F
BE472AC,Honda,Accord,2021-11-08,2025-02-24,False,VLCVGL99B11A182N
LH472VH,Mercedes-Benz,Classe C,2024-04-06,2024-09-23,False,VLCTCR98S28A182M
PZ964TL,Jeep,Compass,2024-10-02,2025-08-22,False,BRGPLG96T28H223K
OT214FB,Peugeot,3008,2024-07-17,2024-05-05,False,BRGTTV95S02H223U
KC770KL,Volvo,S60,2023-11-01,2025-01-29,False,BRGNTN96T22H223L
XB840LF,Chevrolet,Camaro,2021-06-24,2025-11-21,False,BNDVGL99S04G482Q
IZ509RS,Chevrolet,Camaro,2023-03-21,2025-08-24,False,BNDMGH02C20G482P
XC403UT,Audi,Q5,2024-08-22,2025-02-12,False,VLCVNI97H12D223N
WS756UY,Ford,Focus,2024-04-13,2025-07-05,False,VLCGDI98L31D223W
ZY939WE,Honda,Accord,2024-10-18,2025-01-30,False,VLCGNT96L02D223U
DM895HE,Chevrolet,Malibu,2023-07-31,2025-05-14,False,VLCDRS98E30D223K
FJ737RI,Kia,Rio,2024-02-16,2025-08-06,False,PDNCRI04M21E507Z
FV143JT,Chevrolet,Silverado,2023-07-22,2025-01-08,False,BNDVGN02H05F158B
FL022BN,Renault,Twingo,2021-05-13,2025-05-29,False,BNDCSS02H04F158G
NU052LG,BMW,Serie 5,2023-09-21,2025-08-29,False,BNLLCD95E05G388U
ET321QF,BMW,Serie 5,2024-03-19,2025-05-30,False,BNLRZR96P27G388H
UT965LR,Peugeot,308,2023-03-05,2024-01-01,False,BNLFNC94H27G388P
VQ770OU,Fiat,500,2024-04-16,2025-07-15,False,BNLPNI94L29G388W
QS555YC,Volkswagen,Golf,2023-01-27,2025-05-20,False,BVNDVD01R05L407N
OH374RT,Ford,Fiesta,2024-07-06,2024-06-21,False,CRLRHL96M23G478K
NF405YI,Kia,Sorento,2024-02-07,2025-10-04,False,CRLRSR96B04G478T
RT075LP,Honda,CR-V,2022-03-24,2025-11-12,False,BVNLRI06B07A479Z
DJ219FI,Toyota,Land Cruiser,2023-05-25,2025-10-19,False,PDNRLF99D15E507H
SE655TV,Fiat,500,2023-02-22,2025-11-09,False,PDNLND99P13E507F
BF654LY,Kia,Ceed,2024-05-21,2025-10-30,False,PDNMNI99A28E507W
YL422DB,Ford,Focus,2022-03-07,2025-06-24,False,PDNPCC00T28E507O
FY059DT,Hyundai,Elantra,2024-07-18,2025-03-06,False,PLSSTN97R10A345D
AU434KV,Subaru,Impreza,2023-10-01,2025-10-05,False,PLSCHR97R18A345M
UT533QB,Kia,Sorento,2024-10-02,2024-12-04,False,PLSCNZ98A08A345Q
CP081VB,Kia,Ceed,2022-12-15,2022-05-13,False,GDNLBN93S28E783Z
RD199GE,Toyota,Corolla,2023-03-04,2022-11-15,False,BNDDRN00E29E098G
ON078UI,Volvo,V90,2023-11-04,2025-12-22,False,BNDMLA99A01E098W
YW825LG,Toyota,Land Cruiser,2024-02-19,2025-09-23,False,PCRCST04L19E202N
XC466BZ,Ford,Focus,2023-05-04,2025-12-02,False,PCRLNS06B24E202Q
UT649GJ,BMW,Serie 3,2022-05-25,2025-12-15,False,PDNMLN04L02D150A
DC383DP,Toyota,Land Cruiser,2023-11-05,2025-07-31,False,CRLLNE02L03H501R
OY853WL,Honda,Civic,2024-10-30,2025-10-27,False,CRLZNE00D01H501Z
GP680JY,Audi,A3,2024-08-11,2023-04-11,False,CRLMSM00R03H501U
MY161DO,Mazda,Mazda3,2024-01-21,2025-11-22,False,BNLMRN99R19A757T
JC674IJ,Fiat,Panda,2024-04-01,2025-06-12,False,BNLPLG99C29A757J
BD930GE,Kia,Sorento,2024-04-28,2025-04-10,False,BNLVTR00H23A757F
