cf,name,last_name,birthdate,gender,birthplace,residence,gen1,gen2,partner_of
CRPNTL13P05D122O,Natale,Crupi,2013-09-05,M,CROTONE,CROTONE,MRNDNL92D26D122Q,CRPGZN92E20E625G,
CRPRSR11R11F537P,Rosaria,Crupi,2011-10-11,F,VIBO VALENTIA,VIBO VALENTIA,MRNGDI89S30D122A,CRPRMN93P19E625A,
PLSRMN16P01F839B,Romana,Peluso,2016-09-01,F,NAPOLI,NAPOLI,CPCVGN89L22F839F,PLSCMN98R04A952G,
PLSBNR14C23F839A,Bernardo,Peluso,2014-03-23,M,NAPOLI,NAPOLI,CPCVGN89L22F839F,PLSCMN98R04A952G,
PLSTEA15M24F839G,Tea,Peluso,2015-08-24,F,NAPOLI,NAPOLI,CPCVGN89L22F839F,PLSCMN98R04A952G,
CRPRNL18D06H620Y,Reginaldo,Crupi,2018-04-06,M,ROVIGO,ROVIGO,NVRLVR96S30H620Z,CRPMRN92T23B963J,
CRPPIA15D26H620J,Pia,Crupi,2015-04-26,F,ROVIGO,ROVIGO,NVRLVR96S30H620Z,CRPMRN92T23B963J,
CRPMCL15T20D542W,Marcello,Crupi,2015-12-20,M,FERMO,FERMO,GRDCLI97R16D542A,CRPBDT90A15B963T,
CRPLNZ14L22D542R,Lorenza,Crupi,2014-07-22,F,FERMO,FERMO,GRDCLI97R16D542A,CRPBDT90A15B963T,
CRPSVN18B16D542L,Silvano,Crupi,2018-02-16,M,FERMO,FERMO,GRDCLI97R16D542A,CRPBDT90A15B963T,
CRPMRA15D20D542H,Mara,Crupi,2015-04-20,F,FERMO,FERMO,GRDCLI97R16D542A,CRPBDT90A15B963T,
CRPPPN18B27H199Q,Peppina,Crupi,2018-02-27,F,RAVENNA,RAVENNA,RGNVTT95C04H199J,CRPTLL89R21E625B,
CRPGAI16H08H199P,Gaia,Crupi,2016-06-08,F,RAVENNA,RAVENNA,RGNVTT95C04H199J,CRPTLL89R21E625B,
CRPMTT14T04H199E,Mattia,Crupi,2014-12-04,M,RAVENNA,RAVENNA,RGNVTT95C04H199J,CRPTLL89R21E625B,
PLSMDL15A03E625Z,Maddalena,Peluso,2015-01-03,F,LIVORNO,LIVORNO,FRNLVI93S07E625K,PLSSMN97B03A952L,
PLSFNC18E12E625G,Francesco,Peluso,2018-05-12,M,LIVORNO,LIVORNO,FRNLVI93S07E625K,PLSSMN97B03A952L,
PLSRNI16R20E625S,Rino,Peluso,2016-10-20,M,LIVORNO,LIVORNO,FRNLVI93S07E625K,PLSSMN97B03A952L,
PLSDMN17B20L331N,Damiana,Peluso,2017-02-20,F,TRAPANI,TRAPANI,MRNRRA89D30L331K,PLSPLL93T20A952Y,
PLSLGR16A08L331M,Allegra,Peluso,2016-01-08,F,TRAPANI,TRAPANI,MRNRRA89D30L331K,PLSPLL93T20A952Y,
PLSLRT16C15L331G,Albertino,Peluso,2016-03-15,M,TRAPANI,TRAPANI,MRNRRA89D30L331K,PLSPLL93T20A952Y,
PLSNBR16B26L331W,Norberto,Peluso,2016-02-26,M,TRAPANI,TRAPANI,MRNRRA89D30L331K,PLSPLL93T20A952Y,
PLSBRN17B17A182I,Bruno,Peluso,2017-02-17,M,ALESSANDRIA,ALESSANDRIA,CRPTNO90P02L331Y,PLSPLL96S15A952K,
PLSLBN20E07F537P,Albina,Peluso,2020-05-07,F,VIBO VALENTIA,VIBO VALENTIA,SLVSRN99T17F537Q,PLSGIA93M06F979G,
PLSGAI16H11A271Z,Gaio,Peluso,2016-06-11,M,ANCONA,ANCONA,GRDFLV95P27A271Z,PLSGTN89H17A271E,
FLLMLN12M07I452R,Emiliano,Felle,2012-08-07,M,SASSARI,SASSARI,CPCCDD91H05E202Z,FLLDNL90L28C632D,
FLLMLE12R11I452I,Emilia,Felle,2012-10-11,F,SASSARI,SASSARI,CPCCDD91H05E202Z,FLLDNL90L28C632D,
FLLTMS12C27I452G,Tommasina,Felle,2012-03-27,F,SASSARI,SASSARI,CPCCDD91H05E202Z,FLLDNL90L28C632D,
PLSTLI18M22E715V,Italo,Peluso,2018-08-22,M,LUCCA,LUCCA,GRDDLB95D28D542W,PLSGNI93R03A271H,
PLSJCP18L18E715S,Jacopo,Peluso,2018-07-18,M,LUCCA,LUCCA,GRDDLB95D28D542W,PLSGNI93R03A271H,
PLSRMN15R25E715H,Romano,Peluso,2015-10-25,M,LUCCA,LUCCA,GRDDLB95D28D542W,PLSGNI93R03A271H,
PLSSIA14S07E715B,Isa,Peluso,2014-11-07,F,LUCCA,LUCCA,GRDDLB95D28D542W,PLSGNI93R03A271H,
FLLLRT12A14G479S,Liberato,Felle,2012-01-14,M,PESARO,PESARO,PLSPRN93M20A271P,FLLNFR89R11C632D,
PLSLVR14S18E290P,Elvira,Peluso,2014-11-18,F,IMPERIA,IMPERIA,RMCLND96T26E463N,PLSGRT90A22A271W,
PLSLCN15M29E290Q,Luciano,Peluso,2015-08-29,M,IMPERIA,IMPERIA,RMCLND96T26E463N,PLSGRT90A22A271W,
PLSVNZ18M23E290Q,Vicenza,Peluso,2018-08-23,F,IMPERIA,IMPERIA,RMCLND96T26E463N,PLSGRT90A22A271W,
PLSMRN16E05E290C,Mariana,Peluso,2016-05-05,F,IMPERIA,IMPERIA,RMCLND96T26E463N,PLSGRT90A22A271W,
PLSNTN14P01E290O,Antonio,Peluso,2014-09-01,M,IMPERIA,IMPERIA,RMCLND96T26E463N,PLSGRT90A22A271W,
GLFZEI20B12G273N,Ezio,Guelfi,2020-02-12,M,PALERMO,PALERMO,MRNNRC90L28C351I,GLFZNE00L03I480W,
PLDMLE11E15L331I,Emilia,Paludetti,2011-05-15,F,TRAPANI,TRAPANI,FRNMIA92S21L331J,PLDCST93L03D643O,
PLDLSN12P28L331A,Alessandro,Paludetti,2012-09-28,M,TRAPANI,TRAPANI,FRNMIA92S21L331J,PLDCST93L03D643O,
PLDTNO11E13L331J,Tonia,Paludetti,2011-05-13,F,TRAPANI,TRAPANI,FRNMIA92S21L331J,PLDCST93L03D643O,
PLDFPP12B21L331R,Filippo,Paludetti,2012-02-21,M,TRAPANI,TRAPANI,FRNMIA92S21L331J,PLDCST93L03D643O,
PLDGLD11A22L331M,Gildo,Paludetti,2011-01-22,M,TRAPANI,TRAPANI,FRNMIA92S21L331J,PLDCST93L03D643O,
GLFFCN22E09G478K,Feliciano,Guelfi,2022-05-09,M,PERUGIA,PERUGIA,MRNGDE91M04C351F,GLFRCC00T06I480P,
GLFRCL22A30G478V,Ercole,Guelfi,2022-01-30,M,PERUGIA,PERUGIA,MRNGDE91M04C351F,GLFRCC00T06I480P,
GLFPLN22H16G478W,Paolina,Guelfi,2022-06-16,F,PERUGIA,PERUGIA,MRNGDE91M04C351F,GLFRCC00T06I480P,
RMCCNL18B28A794S,Cornelia,Ramaciotti,2018-02-28,F,BERGAMO,BERGAMO,PRTBNC93L01F205E,RMCFPP97D17A952C,
RMCRST22H29D542P,Oreste,Ramaciotti,2022-06-29,M,FERMO,FERMO,MRNSFO01T22D542S,RMCPTR94R26E463R,
RMCNZE21H26D542A,Enza,Ramaciotti,2021-06-26,F,FERMO,FERMO,MRNSFO01T22D542S,RMCPTR94R26E463R,
RMCSDI18R05D548W,Iside,Ramaciotti,2018-10-05,F,FERRARA,FERRARA,PCCPRN96C21H294G,RMCCTN97L15E463W,
RMCNGL16T14D548D,Angela,Ramaciotti,2016-12-14,F,FERRARA,FERRARA,PCCPRN96C21H294G,RMCCTN97L15E463W,
RMCLDE14H16D548T,Elide,Ramaciotti,2014-06-16,F,FERRARA,FERRARA,PCCPRN96C21H294G,RMCCTN97L15E463W,
RMCDLB13T21D548N,Doralba,Ramaciotti,2013-12-21,F,FERRARA,FERRARA,PCCPRN96C21H294G,RMCCTN97L15E463W,
RMCFPP22H30L049J,Filippa,Ramaciotti,2022-06-30,F,TARANTO,TARANTO,GRNVNN01T06C632G,RMCVNI92P06D548Y,
RMCBGD22E17I480A,Brigida,Ramaciotti,2022-05-17,F,SAVONA,SAVONA,GLFVTT02R16I480Q,RMCSVT92D26D548C,
RMCMCL22A21I480L,Immacolata,Ramaciotti,2022-01-21,F,SAVONA,SAVONA,GLFVTT02R16I480Q,RMCSVT92D26D548C,
RMCGTV21D30I480F,Gustavo,Ramaciotti,2021-04-30,M,SAVONA,SAVONA,GLFVTT02R16I480Q,RMCSVT92D26D548C,
RMCGRZ22M05I480Y,Grazia,Ramaciotti,2022-08-05,F,SAVONA,SAVONA,GLFVTT02R16I480Q,RMCSVT92D26D548C,
RMCMAI21B13I480I,Maia,Ramaciotti,2021-02-13,F,SAVONA,SAVONA,GLFVTT02R16I480Q,RMCSVT92D26D548C,
PRTTMS11D21H224S,Tommaso,Portalupi,2011-04-21,M,REGGIO DI CALABRIA,REGGIO DI CALABRIA,RMCMRN93E19D122T,PRTMSM90H28L331U,
PRTDNL13E30H224D,Daniele,Portalupi,2013-05-30,M,REGGIO DI CALABRIA,REGGIO DI CALABRIA,RMCMRN93E19D122T,PRTMSM90H28L331U,
PRTVTT12B02H224O,Vanetta,Portalupi,2012-02-02,F,REGGIO DI CALABRIA,REGGIO DI CALABRIA,RMCMRN93E19D122T,PRTMSM90H28L331U,
PRTVCN12S17H224Y,Vincenzina,Portalupi,2012-11-17,F,REGGIO DI CALABRIA,REGGIO DI CALABRIA,RMCMRN93E19D122T,PRTMSM90H28L331U,
PRTLCU12C10H224Y,Lucia,Portalupi,2012-03-10,F,REGGIO DI CALABRIA,REGGIO DI CALABRIA,RMCMRN93E19D122T,PRTMSM90H28L331U,
RMCRGN18S27A345D,Regina,Ramaciotti,2018-11-27,F,L'AQUILA,L'AQUILA,SCLSRI00S04F537I,RMCGNI91S28D548X,
RMCBNC15A03E897G,Bianca,Ramaciotti,2015-01-03,F,MANTOVA,MANTOVA,LNGSLV98M06E897E,RMCLRT90B08D548M,
RMCCLO17L02E897G,Cloe,Ramaciotti,2017-07-02,F,MANTOVA,MANTOVA,LNGSLV98M06E897E,RMCLRT90B08D548M,
RMCPCC14D26E897U,Pinuccio,Ramaciotti,2014-04-26,M,MANTOVA,MANTOVA,LNGSLV98M06E897E,RMCLRT90B08D548M,
RMCGGN14D08E897I,Gigino,Ramaciotti,2014-04-08,M,MANTOVA,MANTOVA,LNGSLV98M06E897E,RMCLRT90B08D548M,
RMCGTN15B04E897R,Giustiniano,Ramaciotti,2015-02-04,M,MANTOVA,MANTOVA,LNGSLV98M06E897E,RMCLRT90B08D548M,
RMCMLA10C28A462J,Amelia,Ramaciotti,2010-03-28,F,ASCOLI PICENO,ASCOLI PICENO,FRNGVF89C20A462X,RMCSST90B10F257Z,
RMCVTT09B23D542T,Vanetta,Ramaciotti,2009-02-23,F,FERMO,FERMO,CRPGRL90B20A462Q,RMCDNA89M10D122C,
RMCLIA10S05D542B,Lia,Ramaciotti,2010-11-05,F,FERMO,FERMO,CRPGRL90B20A462Q,RMCDNA89M10D122C,
RMCRST09S02D542V,Ernesta,Ramaciotti,2009-11-02,F,FERMO,FERMO,CRPGRL90B20A462Q,RMCDNA89M10D122C,
RMCRCC09B22D542N,Rocco,Ramaciotti,2009-02-22,M,FERMO,FERMO,CRPGRL90B20A462Q,RMCDNA89M10D122C,
PRTRMI10T29D122U,Irma,Portalupi,2010-12-29,F,CROTONE,CROTONE,MRNSFN92M25D122J,PRTMRZ91H05D704E,
PRTLCD17H18E290M,Alcide,Portalupi,2017-06-18,M,IMPERIA,IMPERIA,FRNLVI94T19E290D,PRTGLD92L26D643Q,
BLNCST17A08D643Q,Cristoforo,Blandino,2017-01-08,M,FOGGIA,FOGGIA,PLDVGN90R24D643J,BLNLLD95A15H199X,
BLNFPP14P06D643B,Filippa,Blandino,2014-09-06,F,FOGGIA,FOGGIA,PLDVGN90R24D643J,BLNLLD95A15H199X,
BLNRST17T05D643M,Ernesto,Blandino,2017-12-05,M,FOGGIA,FOGGIA,PLDVGN90R24D643J,BLNLLD95A15H199X,
BLNLSS20B29D542V,Larissa,Blandino,2020-02-29,F,FERMO,FERMO,MRNFCT99R13D542Z,BLNCLD96A02H199G,
BLNMLE20M04D542E,Emilio,Blandino,2020-08-04,M,FERMO,FERMO,MRNFCT99R13D542Z,BLNCLD96A02H199G,
PRTCRI19T01A271J,Icaro,Portalupi,2019-12-01,M,ANCONA,ANCONA,SCLLND00C11A462B,PRTFLC89L12D643I,
PRTTMS19M10A271A,Tommaso,Portalupi,2019-08-10,M,ANCONA,ANCONA,SCLLND00C11A462B,PRTFLC89L12D643I,
PRTNDR19S29A271X,Andrea,Portalupi,2019-11-29,M,ANCONA,ANCONA,SCLLND00C11A462B,PRTFLC89L12D643I,
PRTMSS20M01A271H,Melissa,Portalupi,2020-08-01,F,ANCONA,ANCONA,SCLLND00C11A462B,PRTFLC89L12D643I,
PRTTST20E26A271X,Tristano,Portalupi,2020-05-26,M,ANCONA,ANCONA,SCLLND00C11A462B,PRTFLC89L12D643I,
BLNSNN14H13A662H,Susanna,Blandino,2014-06-13,F,BARI,BARI,PRTNGL92D13D643K,BLNFST97C04H199Q,
BLNSDR16C10A662I,Sandro,Blandino,2016-03-10,M,BARI,BARI,PRTNGL92D13D643K,BLNFST97C04H199Q,
BLNVNI13T08D542L,Ivana,Blandino,2013-12-08,F,FERMO,FERMO,GRDGDL97H28D542Y,BLNRND95H18H199P,
BLNPRL17A12D542A,Perla,Blandino,2017-01-12,F,FERMO,FERMO,GRDGDL97H28D542Y,BLNRND95H18H199P,
SLVSNT19C26E625Z,Samanta,Selvatici,2019-03-26,F,LIVORNO,LIVORNO,FRNDRO92D24E625U,SLVMLE00E28F537S,
SLVMND19C03E625T,Amanda,Selvatici,2019-03-03,F,LIVORNO,LIVORNO,FRNDRO92D24E625U,SLVMLE00E28F537S,
SLVMRG19C18E625X,Ambrogio,Selvatici,2019-03-18,M,LIVORNO,LIVORNO,FRNDRO92D24E625U,SLVMLE00E28F537S,
SLVLSE19D18E625A,Elisa,Selvatici,2019-04-18,F,LIVORNO,LIVORNO,FRNDRO92D24E625U,SLVMLE00E28F537S,
SLVMNL21H26E625U,Emanuela,Selvatici,2021-06-26,F,LIVORNO,LIVORNO,CPCLCU01R11E783E,SLVSVT98T05F537S,
SLVSRN22P06E625B,Serena,Selvatici,2022-09-06,F,LIVORNO,LIVORNO,CPCLCU01R11E783E,SLVSVT98T05F537S,
SLVQRN22R03E625W,Quirino,Selvatici,2022-10-03,M,LIVORNO,LIVORNO,CPCLCU01R11E783E,SLVSVT98T05F537S,
SLVPLM22B19E625X,Palma,Selvatici,2022-02-19,F,LIVORNO,LIVORNO,CPCLCU01R11E783E,SLVSVT98T05F537S,
SLVSNT19M23H501Q,Sante,Selvatici,2019-08-23,M,ROMA,ROMA,FRNPPN91C04A462H,SLVVCN00S16F537J,
SLVFPP19H14H501I,Filippa,Selvatici,2019-06-14,F,ROMA,ROMA,FRNPPN91C04A462H,SLVVCN00S16F537J,
SLVNTN18T12H501R,Antonio,Selvatici,2018-12-12,M,ROMA,ROMA,FRNPPN91C04A462H,SLVVCN00S16F537J,
SLVMRZ19R15H501Z,Maurizio,Selvatici,2019-10-15,M,ROMA,ROMA,FRNPPN91C04A462H,SLVVCN00S16F537J,
SLVMAI19S30H501V,Maia,Selvatici,2019-11-30,F,ROMA,ROMA,FRNPPN91C04A462H,SLVVCN00S16F537J,
PCCRLL21L16A326O,Rosella,Peccia,2021-07-16,F,AOSTA,AOSTA,GRDFMN98C09D542Z,PCCGBB02R06L328E,
PCCFST22H28E202B,Fausta,Peccia,2022-06-28,F,GROSSETO,GROSSETO,CPCCMB93M12E202E,PCCPRI01P18L328B,
PCCGZZ22M06E202O,Galeazzo,Peccia,2022-08-06,M,GROSSETO,GROSSETO,CPCCMB93M12E202E,PCCPRI01P18L328B,
PCCFDR19R04A952S,Fedora,Peccia,2019-10-04,F,BOLZANO,BOLZANO,FRNLNZ96S23A952D,PCCSFN99D27L328T,
PCCLNS19C29A952X,Alfonso,Peccia,2019-03-29,M,BOLZANO,BOLZANO,FRNLNZ96S23A952D,PCCSFN99D27L328T,
PCCRMN19B16A952K,Romano,Peccia,2019-02-16,M,BOLZANO,BOLZANO,FRNLNZ96S23A952D,PCCSFN99D27L328T,
PCCBLD20S01A952O,Ubaldo,Peccia,2020-11-01,M,BOLZANO,BOLZANO,FRNLNZ96S23A952D,PCCSFN99D27L328T,
PCCVIO19S25A952B,Ivo,Peccia,2019-11-25,M,BOLZANO,BOLZANO,FRNLNZ96S23A952D,PCCSFN99D27L328T,
PCCGNR20L20D969M,Gennaro,Peccia,2020-07-20,M,GENOVA,GENOVA,FRNVSS94B25E290E,PCCPNI00B28L328K,
PCCWNN15T11L736B,Wanna,Peccia,2015-12-11,F,VENEZIA,VENEZIA,MRNCLN91A19C351D,PCCRNN94E22H294B,
PCCTTV18D28L736Q,Ottavio,Peccia,2018-04-28,M,VENEZIA,VENEZIA,MRNCLN91A19C351D,PCCRNN94E22H294B,
RGNSVG21S03A462J,Selvaggia,Ragonese,2021-11-03,F,ASCOLI PICENO,ASCOLI PICENO,CPCMLA02M28E783P,RGNTVN95D12H199W,
RGNLSN21L04A462F,Luisiana,Ragonese,2021-07-04,F,ASCOLI PICENO,ASCOLI PICENO,CPCMLA02M28E783P,RGNTVN95D12H199W,
RGNNGL21D21A462E,Angela,Ragonese,2021-04-21,F,ASCOLI PICENO,ASCOLI PICENO,CPCMLA02M28E783P,RGNTVN95D12H199W,
RGNFCT21D11A462T,Felicita,Ragonese,2021-04-11,F,ASCOLI PICENO,ASCOLI PICENO,CPCMLA02M28E783P,RGNTVN95D12H199W,
RGNDBR22H14A462E,Debora,Ragonese,2022-06-14,F,ASCOLI PICENO,ASCOLI PICENO,CPCMLA02M28E783P,RGNTVN95D12H199W,
RGNGCM17E30L378R,Giacomo,Ragonese,2017-05-30,M,TRENTO,TRENTO,FRNSTN98D11A952H,RGNBNT97C08H199H,
RGNGDN17D13L378W,Giordana,Ragonese,2017-04-13,F,TRENTO,TRENTO,FRNSTN98D11A952H,RGNBNT97C08H199H,
RGNLBN16E16L378D,Albina,Ragonese,2016-05-16,F,TRENTO,TRENTO,FRNSTN98D11A952H,RGNBNT97C08H199H,
RGNLPA18M09L378J,Lapo,Ragonese,2018-08-09,M,TRENTO,TRENTO,FRNSTN98D11A952H,RGNBNT97C08H199H,
RGNNCN17A20L378Q,Innocenzo,Ragonese,2017-01-20,M,TRENTO,TRENTO,FRNSTN98D11A952H,RGNBNT97C08H199H,
RGNFMN15E14D548D,Flaminia,Ragonese,2015-05-14,F,FERRARA,FERRARA,RMCRCC89M08D548X,RGNTCR95E12G888M,
RGNRSR15P24D548I,Rosaria,Ragonese,2015-09-24,F,FERRARA,FERRARA,RMCRCC89M08D548X,RGNTCR95E12G888M,
RGNCCL16T15D548V,Cecilio,Ragonese,2016-12-15,M,FERRARA,FERRARA,RMCRCC89M08D548X,RGNTCR95E12G888M,
RGNLVN16B21B963H,Lavinia,Ragonese,2016-02-21,F,CASERTA,CASERTA,CRPMND88T25B963V,RGNDTR96R15H199Y,
RGNSRN17B21B963N,Siriana,Ragonese,2017-02-21,F,CASERTA,CASERTA,CRPMND88T25B963V,RGNDTR96R15H199Y,
RGNFLR15B14B963G,Flora,Ragonese,2015-02-14,F,CASERTA,CASERTA,CRPMND88T25B963V,RGNDTR96R15H199Y,
RGNGLL15B09L331Y,Guglielmo,Ragonese,2015-02-09,M,TRAPANI,TRAPANI,FRNFBN91S03L331A,RGNRMN97S05H199Q,
CPCLGU14H26F023U,Luigi,Capece,2014-06-26,M,MASSA,MASSA,BLNDRN94R20H199Y,CPCSML92D29E202J,
CPCGLL17E17F023R,Agnello,Capece,2017-05-17,M,MASSA,MASSA,BLNDRN94R20H199Y,CPCSML92D29E202J,
CPCNCN16D05F023T,Innocenzo,Capece,2016-04-05,M,MASSA,MASSA,BLNDRN94R20H199Y,CPCSML92D29E202J,
CPCSAI15B12F023A,Asia,Capece,2015-02-12,F,MASSA,MASSA,BLNDRN94R20H199Y,CPCSML92D29E202J,
RGNMRZ21L22B963B,Maurizio,Ragonese,2021-07-22,M,CASERTA,CASERTA,GRNLNE01L14C632Y,RGNLLL94E23H199K,
RGNFRZ21T28B963S,Fabrizia,Ragonese,2021-12-28,F,CASERTA,CASERTA,GRNLNE01L14C632Y,RGNLLL94E23H199K,
CPCMSS12H23D612P,Melissa,Capece,2012-06-23,F,FIRENZE,FIRENZE,FRNLEA92P12E625G,CPCDVD91B16F839X,
GRDNDR16L30H199X,Andrea,Giardini,2016-07-30,M,RAVENNA,RAVENNA,RGNSFN94E20H199W,GRDNLM94D20D542Y,
GRDDNC17R10H199O,Domenica,Giardini,2017-10-10,F,RAVENNA,RAVENNA,RGNSFN94E20H199W,GRDNLM94D20D542Y,
GRDCST15S24H199H,Cristiano,Giardini,2015-11-24,M,RAVENNA,RAVENNA,RGNSFN94E20H199W,GRDNLM94D20D542Y,
GRDMLN15B21H199I,Emiliano,Giardini,2015-02-21,M,RAVENNA,RAVENNA,RGNSFN94E20H199W,GRDNLM94D20D542Y,
GRDLND14E31L331G,Lando,Giardini,2014-05-31,M,TRAPANI,TRAPANI,MRNDGS90T31L331U,GRDNNZ95L14D542G,
GRDMRA14B12L331M,Mauro,Giardini,2014-02-12,M,TRAPANI,TRAPANI,MRNDGS90T31L331U,GRDNNZ95L14D542G,
GRDMSM16C17L331V,Massimiliana,Giardini,2016-03-17,F,TRAPANI,TRAPANI,MRNDGS90T31L331U,GRDNNZ95L14D542G,
CPCWLM20B16B519Q,Wilma,Capece,2020-02-16,F,CAMPOBASSO,CAMPOBASSO,LNGDFN97M03A271W,CPCZEI98T28E783L,
CPCYND19D26B519L,Yolanda,Capece,2019-04-26,F,CAMPOBASSO,CAMPOBASSO,LNGDFN97M03A271W,CPCZEI98T28E783L,
CPCVTI20B22B519M,Vito,Capece,2020-02-22,M,CAMPOBASSO,CAMPOBASSO,LNGDFN97M03A271W,CPCZEI98T28E783L,
CPCGLL18T07B519R,Guglielmo,Capece,2018-12-07,M,CAMPOBASSO,CAMPOBASSO,LNGDFN97M03A271W,CPCZEI98T28E783L,
GRNDLE22H24E715D,Delio,Gerone,2022-06-24,M,LUCCA,LUCCA,CPCLBT89P20E202Z,GRNNNE00T03H199S,
GRNSTN21S03E715B,Santina,Gerone,2021-11-03,F,LUCCA,LUCCA,CPCLBT89P20E202Z,GRNNNE00T03H199S,
GRNLSS21A22E715M,Alessio,Gerone,2021-01-22,M,LUCCA,LUCCA,CPCLBT89P20E202Z,GRNNNE00T03H199S,
GRNRLL21C03E715H,Rosella,Gerone,2021-03-03,F,LUCCA,LUCCA,CPCLBT89P20E202Z,GRNNNE00T03H199S,
GRNVLM22D24E715T,Vilma,Gerone,2022-04-24,F,LUCCA,LUCCA,CPCLBT89P20E202Z,GRNNNE00T03H199S,
CPCLCD20P03D122R,Alcide,Capece,2020-09-03,M,CROTONE,CROTONE,SLVVTR00R05F537P,CPCSVT00A23E783P,
CPCMLL18T21D122I,Mirella,Capece,2018-12-21,F,CROTONE,CROTONE,SLVVTR00R05F537P,CPCSVT00A23E783P,
CPCFNC22C02H199C,Franca,Capece,2022-03-02,F,RAVENNA,RAVENNA,BLNNTS98H29H199A,CPCGRD01D25E783Y,
CPCRHL21L27H199G,Rachele,Capece,2021-07-27,F,RAVENNA,RAVENNA,BLNNTS98H29H199A,CPCGRD01D25E783Y,
CPCLRD21D30H199X,Alfredino,Capece,2021-04-30,M,RAVENNA,RAVENNA,BLNNTS98H29H199A,CPCGRD01D25E783Y,
MRNTTI21L01E783M,Tito,Amirante,2021-07-01,M,MACERATA,MACERATA,CPCTMR02R16E783M,MRNFPP92S18L331Y,
MRNRND22P22E783S,Orlando,Amirante,2022-09-22,M,MACERATA,MACERATA,CPCTMR02R16E783M,MRNFPP92S18L331Y,
CPCLRI19L27A182T,Ilaria,Capece,2019-07-27,F,ALESSANDRIA,ALESSANDRIA,FRNTLD89C01L331A,CPCDBR00C02E783O,
CPCFNC20M12A182Q,Franca,Capece,2020-08-12,F,ALESSANDRIA,ALESSANDRIA,FRNTLD89C01L331A,CPCDBR00C02E783O,
CPCLLL19B23A182E,Lucilla,Capece,2019-02-23,F,ALESSANDRIA,ALESSANDRIA,FRNTLD89C01L331A,CPCDBR00C02E783O,
CPCLRZ18L10I452G,Lucrezio,Capece,2018-07-10,M,SASSARI,SASSARI,FRNLVO94A07A952D,CPCLRT93R28H199X,
CPCVNI17L02I452N,Ivana,Capece,2017-07-02,F,SASSARI,SASSARI,FRNLVO94A07A952D,CPCLRT93R28H199X,
GRNLFA19H17H294U,Alfo,Gerone,2019-06-17,M,RIMINI,RIMINI,RGNLNU96D02H199F,GRNGRL98T28C632K,
GRNMNO20P16H294W,Monia,Gerone,2020-09-16,F,RIMINI,RIMINI,RGNLNU96D02H199F,GRNGRL98T28C632K,
GRNBNC22R14L331R,Bianca,Gerone,2022-10-14,F,TRAPANI,TRAPANI,PRTRSO93C08L331Q,GRNLRD01T16C632B,
GRNDLF21H05L331R,Adolfo,Gerone,2021-06-05,M,TRAPANI,TRAPANI,PRTRSO93C08L331Q,GRNLRD01T16C632B,
GRNFLV22C08L331E,Fulvio,Gerone,2022-03-08,M,TRAPANI,TRAPANI,PRTRSO93C08L331Q,GRNLRD01T16C632B,
GRNNRN22R25L331H,Nerone,Gerone,2022-10-25,M,TRAPANI,TRAPANI,PRTRSO93C08L331Q,GRNLRD01T16C632B,
GRNMMM19M13D704C,Mimma,Gerone,2019-08-13,F,FORLI,FORLI,PRTRNN93H26D704P,GRNRRG00B13C632N,
GRNGRD19L27D704A,Gerardo,Gerone,2019-07-27,M,FORLI,FORLI,PRTRNN93H26D704P,GRNRRG00B13C632N,
GRNGGN20R20D704B,Gigino,Gerone,2020-10-20,M,FORLI,FORLI,PRTRNN93H26D704P,GRNRRG00B13C632N,
GRNGLL20A25D704T,Guglielma,Gerone,2020-01-25,F,FORLI,FORLI,PRTRNN93H26D704P,GRNRRG00B13C632N,
GRNCLD19D12D704I,Cataldo,Gerone,2019-04-12,M,FORLI,FORLI,PRTRNN93H26D704P,GRNRRG00B13C632N,
MRNVTR19M01H294I,Vittorina,Amirante,2019-08-01,F,RIMINI,RIMINI,PCCYND94D09H294K,MRNMRN00B08D542D,
MRNLMO20E20H294P,Olmo,Amirante,2020-05-20,M,RIMINI,RIMINI,PCCYND94D09H294K,MRNMRN00B08D542D,
MRNVSS19M31H294K,Vanessa,Amirante,2019-08-31,F,RIMINI,RIMINI,PCCYND94D09H294K,MRNMRN00B08D542D,
MRNLVI19L28H294S,Livio,Amirante,2019-07-28,M,RIMINI,RIMINI,PCCYND94D09H294K,MRNMRN00B08D542D,
MRNNSC22B16D643E,Nausicaa,Amirante,2022-02-16,F,FOGGIA,FOGGIA,SLVNLT01B13F537N,MRNTLI93A04L331L,
MRNSRG12E30E625G,Sergia,Amirante,2012-05-30,F,LIVORNO,LIVORNO,CRPLIA91T29E625S,MRNRNT91E11L331I,
MRNSVN11E01E625K,Silvano,Amirante,2011-05-01,M,LIVORNO,LIVORNO,CRPLIA91T29E625S,MRNRNT91E11L331I,
MRNMMI21P23F537T,Imma,Amirante,2021-09-23,F,VIBO VALENTIA,VIBO VALENTIA,SCLRBN01M14F537M,MRNGRT02B21D542O,
MRNLRT21R25F537E,Liberata,Amirante,2021-10-25,F,VIBO VALENTIA,VIBO VALENTIA,SCLRBN01M14F537M,MRNGRT02B21D542O,
MRNSNT21S25F537B,Samanta,Amirante,2021-11-25,F,VIBO VALENTIA,VIBO VALENTIA,SCLRBN01M14F537M,MRNGRT02B21D542O,
MRNMRN20D20A669P,Marina,Amirante,2020-04-20,F,BARLETTA,BARLETTA,PCCLDN00C12L328O,MRNPCC90E25C351G,
